date_column,site,category,brand,model_name,product_title,price_usd,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount
2024-09-06,amazon_egy,mobile phones,xiaomi,redmi-note-11s,"xiaomi redmi note11s, 8gb ram, 128gb rom - graphite grey",9999.0,,8,128,6.43,1080 x 2400,90,,,snapdragon,,,,"[{'reviewer': 'mahmoud ashraf', 'rating': '5.0 ', 'date': 'reviewed in egypt on 13 february 2023', 'review': 'الموبايل من غير ضمان'}, {'reviewer': 'محمد زغلول', 'rating': '4.0 ', 'date': 'reviewed in egypt on 27 november 2022', 'review': 'التلفون ممتاز بس بيسخن شويه'}, {'reviewer': 'berty', 'rating': '4.0 ', 'date': 'reviewed in egypt on 17 june 2022', 'review': 'جاك السماعه بيعلق وبيسخن'}, {'reviewer': 'mahmoud safi', 'rating': '1.0 ', 'date': 'reviewed in egypt on 9 november 2022', 'review': 'بدون ضمان / ضمان دولي'}, {'reviewer': 'ibrahim elmallah', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 august 2022', 'review': 'منتج رائع وخدمة توصيل ممتازة'}]",4.6,0.0
2024-09-06,amazon_egy,mobile phones,apple,14 plus,"new apple iphone 14 plus (128 gb) - blue, bluetooth, wi-fi",35550.0,ios 16,0,128,6.7,2160 x 1080,120,,"bluetooth, wi-fi",a13,blue,cellular,5g,"[{'reviewer': 'ebraam', 'rating': '5.0 ', 'date': 'reviewed in egypt on 14 july 2023', 'review': 'البائع آمين فى عرض وتسليم السلعة\nالمنتج جديد تماما ولا توجد به اى ملاحظات\nشكرا'}, {'reviewer': 'mahmoud', 'rating': '5.0 ', 'date': 'reviewed in egypt on 13 may 2023', 'review': 'battery and software so perfect'}, {'reviewer': 'atef aziz tadros', 'rating': '4.0 ', 'date': 'reviewed in egypt on 13 june 2024', 'review': 'الجهاز ممتاز\nلكن أين الفاتوره الالكترونيه والضمان'}, {'reviewer': 'omer ahmed', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 24 july 2024', 'review': 'ممتاز'}, {'reviewer': 'the camera quality is so bad i want to return the i phone 14 plus', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 23 june 2024', 'review': 'camera quality is so bad i phone 14 plus is not good in amazon online shopping'}]",4.5,0.0
2024-09-06,amazon_egy,mobile phones,samsung,a55 5g,"samsung galaxy a55 5g, android smartphone, dual sim mobile phone, 8gb ram, 256gb storage, awesome lemon - 1 year warranty",19999.0,android 11.0,8,256,6.5,,0,2.3 ghz,"bluetooth, wi-fi",snapdragon,awesome lemon,cellular,5g,"[{'reviewer': 'mahmoud kaliouby', 'rating': '1.0 ', 'date': 'reviewed in egypt on 27 august 2024', 'review': 'منتج مزيف داخل العلبة موبايل تقليد'}, {'reviewer': 'أيمن خطاب', 'rating': '5.0 ', 'date': 'reviewed in egypt on 27 june 2024', 'review': 'منتج جيد وبالتقسيط بدون فوائد ومغلق بشكل جيد'}, {'reviewer': 'شركة اتحاد الفنية للتجارة', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 29 june 2024', 'review': '💯'}, {'reviewer': 'maher', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 30 july 2024', 'review': 'رائع وممتاز شكرا امازون'}, {'reviewer': 'sabith', 'rating': '3.0 ', 'date': 'reviewed in the united arab emirates on 29 june 2024', 'review': 'made in india'}]",3.9,15.0
2024-09-06,amazon_egy,mobile phones,wironics,,"wironics uni - x1 2022-1.77in, dual sim - dark grey",600.0,,0,32,1.7,,120,,,snapdragon,grey,,2g,"[{'reviewer': 'عبدالله', 'rating': '2.0 ', 'date': 'reviewed in egypt on 25 june 2024', 'review': 'على قد فلوسه'}, {'reviewer': 'ahmed', 'rating': '3.0 ', 'date': 'reviewed in egypt on 31 december 2022', 'review': ""price is fair but the storage isn't enough to use some features+ the firmware is so old + the plastic material is bad (can harm human skin)""}, {'reviewer': 'osama mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 october 2022', 'review': 'حجمه مناسب'}, {'reviewer': 'بحر', 'rating': '5.0 ', 'date': 'reviewed in egypt on 23 march 2023', 'review': 'مفهوش عيوب والاوبشن لا بأس به'}]",2.8,0.0
2024-09-06,amazon_egy,mobile phones,xiaomi,redmi 13c,"xiaomi redmi 13c dual sim smartphone with 6gb ram, 128gb rom, 6.74-inch display, 4g connectivity, high-resolution camera, efficient performance, sleek design midnight black enhanced mobile experience",5715.0,android 13.0,6,128,6.74,1080 x 2400,90,,bluetooth,snapdragon,midnight black,"bluetooth, wifi hotspot",,"[{'reviewer': 'mostafa ahmed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 august 2024', 'review': 'وصل التليفون مظبوط واقل سعر معروض فى نسخه 8gb رامات و 256 gb ذاكرة داخليه\nشكرا امازون'}, {'reviewer': 'هيثم حسني سعد', 'rating': '1.0 ', 'date': 'reviewed in egypt on 15 july 2024', 'review': 'اول ما اشتريتو لموبيل بيهنج والشاشة تثبت ويعمل رستارة كل فترة وعملة ارجاع والمندوب جاى يستلم الموبيل. ملوحظة مساحته 256رمات8معالج هيلوتك مش سناب درجون ويفى يعمل جيد'}, {'reviewer': 'amir albaroudy', 'rating': '5.0 ', 'date': 'reviewed in egypt on 9 august 2024', 'review': 'التليفون جاي متبرشم حالة ممتازة الجهاز مقارنة بسعره ممتاز العيب ان الشاشة كبيرة بزيادة لا تناسب الايدي الصغيرة بالإضافة إلى ان اندرويد ١٤ صعب فهمه نسبيا بعض الخصائص والاعدادات لا يتم الوصول اليها بسهولة جودة الخامات مقبولة جدا مقارنة بالسعر'}, {'reviewer': 'user-mk5ftq1', 'rating': '4.0 ', 'date': 'reviewed in egypt on 28 july 2024', 'review': 'كويس للاستعمال اليومي شاشه كبيرة صوت ضعيف شويه'}, {'reviewer': 'هشام الزواوي', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 june 2024', 'review': 'السعر 6149 مصري ممتاز ذاكرة 128 رام 6 ويمكن مصاعفته الي 12 من الاعدادات الكاميرا متوسطه والبطاريه كويسه والشحن سريع بس الشاحن المرفق مش سريع أقل من 10واط رغم ان الهاتف يدعم 18واط بصراحه كل شيء ممتاز ماعدا الشاحن والكاميرا.\nالاندرويد 13يقبل التحديث ل 14 البصمة جانبيه وسريعه الصوت حلو بس مش اقوي حاجة'}]",3.5,25.0
2024-09-06,amazon_egy,mobile phones,itel,galaxy s23,"itel s23 4gb ram + 128gb rom, up to 8gb ram with memory fusion | 50mp ai dual rear camera | 5000mah battery with type-c charging - starry black",4849.0,android 12.0,16,128,6.6,,0,,यएसबी टाइप सी,snapdragon,starry black,,4g,"[{'reviewer': 'جامد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 28 april 2024', 'review': 'جامد'}]",5.0,0.0
2024-09-06,amazon_egy,mobile phones,l8star,mini mobile phone bm10,l8star mini mobile phone bm10,470.0,unavailable,4,512,0.66,,120,,"bluetooth, usb",a10,orange,cellular,2g,"[{'reviewer': 'user-m5kwba1', 'rating': '3.0 ', 'date': 'reviewed in egypt on 22 march 2023', 'review': 'صعب تسجيل الارقام عليه'}, {'reviewer': 'ahmed ismail', 'rating': '4.0 ', 'date': 'reviewed in egypt on 22 march 2022', 'review': 'جميل وصغير يمكنك تعليقه في المفاتيح او استخدامه كسماعة اذن ويركب به خطين ويتصل باي هاتف بالبلوتوث'}, {'reviewer': 'user-mdg9eg1', 'rating': '5.0 ', 'date': 'reviewed in egypt on 11 april 2020', 'review': 'جميييل'}, {'reviewer': 'user-mkqdgf', 'rating': '3.0 ', 'date': 'reviewed in egypt on 17 march 2022', 'review': 'الموبايل وصلني كويس وصوته عالي بس مشكلته ناقص العلاقه بتاعه جراب البلوتوث'}, {'reviewer': 'mostafa mesallam', 'rating': '4.0 ', 'date': 'reviewed in egypt on 21 november 2021', 'review': 'هل اقدر اسجل من عليه محاضرات ؟'}]",3.4,0.0
2024-09-06,amazon_egy,mobile phones,samsung,s24 ultra,"samsung galaxy s24 ultra, ai android smartphone, 256gb storage, 12gb ram, 200mp camera, s pen, long battery life, titanium black - 1 year local warranty",46976.0,android,12,256,6.8,1440 x 3120,492,1.8 ghz,wi-fi,qualcomm snapdragon s1 qsd8650,titanium black,cellular,,"[{'reviewer': 'mohamed s.', 'rating': '5.0 ', 'date': 'reviewed in egypt on 14 august 2024', 'review': 'الشاشة ممتازة .بطارية جيدة جدا'}, {'reviewer': 'ahmed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 4 august 2024', 'review': 'سعر و توصيل و تغليف و منتج اصلي ١٠٠ بالميه'}, {'reviewer': 'osama', 'rating': '1.0 ', 'date': 'reviewed in egypt on 4 august 2024', 'review': ""the display has terrible viewing angel color shifting, if you tilt the phone even 2 degres everything became bluish like it is almost a lcd (probably due to the anti reflective coating they used ) plus the phone overheats from almost anything opening gallery made it reach 47 .the s pen smells like burned plastic and it is quit noticable ....sent this trash back after one day and ordered oneplus 12 and i'm happy with it.""}, {'reviewer': 'mohammad kordi', 'rating': '5.0 ', 'date': 'reviewed in egypt on 26 july 2024', 'review': 'الجوال أصلي وليس به اي عيب وممتاز'}, {'reviewer': 'esam abdel fattah', 'rating': '5.0 ', 'date': 'reviewed in egypt on 4 march 2024', 'review': 'الموبايل بصراحه ابهجنى جدا وأنصح باللون البنفسجي ومع انى كنت خايف منه انه يكون فاقع لكن اتفاجئت بيه الصراحه لون رائع جدا\nطبعا التغليف والشحن من امازون اقل شئ اميتاز'}]",4.1,0.0
2024-09-06,amazon_egy,mobile phones,apple,11,"apple iphone 11 with facetime - 128gb, 4gb ram, 4g lte, white, single sim & e-sim",21550.0,ios 12,4,128,6.1,1280 x 720,60,,"bluetooth, wi-fi, usb, nfc",a13,white,cellular,,"[{'reviewer': 'samir', 'rating': '5.0 ', 'date': 'reviewed in egypt on 11 march 2023', 'review': 'ممتاز'}, {'reviewer': 'mohamed samir', 'rating': '5.0 ', 'date': 'reviewed in egypt on 26 november 2022', 'review': 'اشكركم علي التعاون بتسليم المنتج المطلوب 🙏'}, {'reviewer': 'sameh halim', 'rating': '5.0 ', 'date': 'reviewed in egypt on 3 january 2023', 'review': 'جيد'}, {'reviewer': 'user-mbry641', 'rating': '4.0 ', 'date': 'reviewed in egypt on 8 march 2020', 'review': 'وصلني بوقت سريع جدا ممتاز ورائع'}, {'reviewer': 'user-ms6zbc', 'rating': '5.0 ', 'date': 'reviewed in egypt on 10 may 2022', 'review': 'بائع صادق و التلفون اصلى وكل حاجة حسب الوصف.'}]",4.4,0.0
2024-09-06,amazon_egy,mobile phones,samsung,fold 4,"z fold 4 5g 12+ 512gb beige, bluetooth",55950.0,android 10.0,12,512,7.6,2160 x 1080,120,2.84 ghz,bluetooth,snapdragon,multi,cellular,,"[{'reviewer': 'blessed', 'rating': '5.0 ', 'date': 'reviewed in the united states on 22 october 2022', 'review': 'after reading the reviews, both positive and negative i rolled the dice, and honestly, this phone is amazing! it is not that heavy, yes the main screen is not as wide as the note, however, it is very easy to get used to. the downside is the updates take a while when you first begin. the upside, however, it is sleek, has multiple cameras, and has many new features, that will be exciting to use. for a person who is 35 plus, i would recommend the phone due to the fact that the screen is larger and there is no strain on the eyes. pricey? not really, considering apple is equally priced with fewer bells and whistles. if i could give this phone a 10, i definitely would. quite happy with the purchase.'}, {'reviewer': 'paul kennedy', 'rating': '5.0 ', 'date': 'reviewed in the united states on 24 may 2023', 'review': 'shipping was fast and reliable. unboxing the phone for the first time i was amazed at how lightweight and high quality this new model was. charging was fast and efficient and transferring data from old device to new was seamless and worked well. brightness and responsiveness is awesome'}, {'reviewer': 'mayank g.', 'rating': '1.0 ', 'date': 'reviewed in the united arab emirates on 23 april 2023', 'review': 'received a phone with protection seal broken. will suggest to avoid'}, {'reviewer': 'marcus', 'rating': '5.0 ', 'date': 'reviewed in the united states on 25 march 2023', 'review': ""i really didn't need the phone, i work in it and just enjoy tech, so i didn't have any expectations when purchasing the phone, being i was satisfied with my s22 i didnt even know this phone existed. i must say after having it for a week it will be very hard to go back to the s22 ultra , lol.\n\nupdate :\ni've had the phone for a month now and in the beginning i really didn't understand it's full capabilities until i purged myself totally of using my galaxy s22. using this device open and the task bar and multi-tasking has been amazing and i'm not sure i could ever use a non folding device from this point forward! i would highly recommend trying a fold.""}, {'reviewer': 'enrique', 'rating': '1.0 ', 'date': 'reviewed in the united states on 23 april 2023', 'review': 'phone is really nice, but not worth 1800$ for the defects it has after 4 weeks of ownership. it has a lots of software issues and touch issues with false touch and accuracy.'}]",4.2,0.0
2024-09-06,amazon_egy,mobile phones,apple,14,new apple iphone 14 (128 gb) - blue,34700.0,ios 16,6,128,6.1,720 x 1600,120,,"bluetooth, wi-fi, nfc",a13,blue,cellular,,"[{'reviewer': 'wagdy shenouda', 'rating': '5.0 ', 'date': 'reviewed in egypt on 29 january 2023', 'review': 'original product, as described, helpful and respectful seller'}, {'reviewer': 'susanne', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 1 july 2024', 'review': 'very good'}, {'reviewer': 'romesh chamara', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 15 june 2024', 'review': 'good'}, {'reviewer': 'dharmendra singh', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 25 march 2024', 'review': 'nice'}, {'reviewer': 'sheena', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 12 may 2024', 'review': 'amazing! fast delivery legit iphone seller original and verified!'}]",4.7,0.0
2024-09-06,amazon_egy,mobile phones,realme,realme c51,realme realme c51 dual-sim 256gb rom + 6gb ram 4g (mint green) - middle east version,6100.0,android 13.0,6,6,6.5,1080 x 2400,0,,"bluetooth, wi-fi, usb, nfc",snapdragon,mint green,wi-fi,4g,"[{'reviewer': 'muhammed malik', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 24 june 2024', 'review': 'but the battery health issue i found it that why iam return it'}, {'reviewer': 'mohamed ashkar', 'rating': '1.0 ', 'date': 'reviewed in the united arab emirates on 3 may 2024', 'review': 'display quality and quickly draining battery. 🥲🥲'}]",2.9,0.0
2024-09-06,amazon_egy,mobile phones,benco,penco v90,"benco v90 ram 4+3 128, blue",3777.0,,0,128,6.82,1920 x 1080,120,2.3 ghz,,snapdragon,blue,,4g,"[{'reviewer': 'mahdi', 'rating': '5.0 ', 'date': 'reviewed in egypt on 7 may 2024', 'review': 'ممتاز بالنسبة للسعر ويساوي سعره'}, {'reviewer': 'عبدالرحمن محمد', 'rating': '4.0 ', 'date': 'reviewed in egypt on 14 october 2023', 'review': 'مبقل'}]",4.6,0.0
2024-09-06,amazon_egy,mobile phones,honor,,honor x6a 4gb ram 128gb 4g lte cyan lake,0.0,android 13.0,0,4,6.4,720 x 1612 pixels,90,2.2 ghz,"2g, 4g",,cyan,,4g,"[{'reviewer': 'products was broken', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 28 august 2024', 'review': 'good'}, {'reviewer': 'نايف الحازمي', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 19 august 2024', 'review': 'ممتاز علي سعره'}, {'reviewer': 'tinto tom david', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 11 august 2024', 'review': 'this price range good'}, {'reviewer': 'cristine gabad', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 4 august 2024', 'review': 'thanks amazon good items'}, {'reviewer': 'hany f.', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 1 june 2024', 'review': 'present and looks great, thank you'}]",4.2,0.0
2024-09-06,amazon_egy,mobile phones,infinix,1,"infinix hot 40i (ram: 8+8gb, rom: 128gb), 6.56"" hd+ display, 50mp dual ai rear camera, 32mp crystal-clear front camera, 5000 mah battery with 18w fast charge (made in egypt) (green)",5700.0,,0,128,0.0,,0,,,,green,,4g,"[{'reviewer': 'للأسف الشديد مش هى المواصفات اللى شوفتها في الاعلان. اللى شوفته في الاعلان كان فيه خاصية آل nfc وعندما وصلنى الموبايل لم اجد فيه خاصية آل nfc وللأسف الشديد انا بعتبر هذا تضليل وعملية نصب. لذلك ارجو من سيادتكم تعويضي من شركة امازون وما زلت اطالب بتعويض وشكرا', 'rating': '1.0 ', 'date': 'reviewed in egypt on 18 august 2024', 'review': 'اتمنى ان يكون يوجد خاصية الواتس اب\nلأنى خايف اطلب المنتج ولم يأتى طلبى\nلأنى طلبت من قبل ولم اجد المصداقية في المواصفات'}, {'reviewer': 'ad', 'rating': '5.0 ', 'date': 'reviewed in india on 26 may 2024', 'review': ""superb phone.... can't be better thank this""}, {'reviewer': 'anis', 'rating': '1.0 ', 'date': 'reviewed in india on 13 august 2024', 'review': 'i enjoyed using the phone in india and it got locked once i travelled to my country'}, {'reviewer': 'sameep mishra', 'rating': '5.0 ', 'date': 'reviewed in india on 14 april 2024', 'review': 'i ordered based on my previous use of same brand phone and like previous, this time also i am happy with the phone'}, {'reviewer': '9354659081', 'rating': '3.0 ', 'date': 'reviewed in india on 6 april 2024', 'review': 'good product, paisa vasool but camera is not good as decribed in terms of mega pixels, neither for back nor for font camera. otherwise good'}]",3.5,0.0
2024-09-06,amazon_egy,mobile phones,unitronics,uni x1,unitronics uni x1 - darkgrey,420.0,,8,1,1.77,128 x 160 pixels,0,3 khz,,snapdragon,,,2g,"[{'reviewer': 'المتح به عيب واريد استرجع الهاتف', 'rating': '1.0 ', 'date': 'reviewed in egypt on 1 september 2024', 'review': 'المنح به عيب'}]",1.0,0.0
2024-09-06,amazon_egy,mobile phones,realme,realme c51,realme c51 128gb 4gb mint green global rmx3830,0.0,android 11.0,4,4,6.5,1080 x 2400,90,,"bluetooth, wi-fi",snapdragon,mint green,wifi direct,,"[{'reviewer': 'ابراهيم احمد قنصوه', 'rating': '4.0 ', 'date': 'reviewed in egypt on 19 may 2024', 'review': 'منتج ممتازة'}, {'reviewer': 'wasswa peter', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 21 april 2024', 'review': 'ok'}, {'reviewer': 'nfc not available 😞', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 25 july 2024', 'review': 'nfc not available, but mobile very good'}, {'reviewer': 'regine', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 2 november 2023', 'review': 'the phone is so pretty. it feels in the midrange level in a cheap price. i will take care this device.'}, {'reviewer': 'mehedi hasan', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 9 january 2024', 'review': 'good mobile'}]",4.3,0.0
2024-09-06,amazon_egy,mobile phones,samsung,a13,"samsung galaxy a13 lte android, 64gb, 4gb ram, dual sim, light blue (ksa version)",6250.0,,4,64,6.6,1080 x 2408,60,,,a13,,,lte,"[{'reviewer': 'محمد حسن محمد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 29 april 2023', 'review': 'لم اطلبه ولاكني اسأل هل اطلبه؟\nهل المنتج لا يعلق و جميل'}, {'reviewer': 'omar fathi', 'rating': '1.0 ', 'date': 'reviewed in egypt on 12 february 2023', 'review': 'طلبت منتج نسخة السعودية ووصلني نسخة مصر وشاحن فيتنام. واداء الجهاز والكاميرا ضعيف'}, {'reviewer': 'احمد عسران', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 april 2024', 'review': 'احببته'}, {'reviewer': 'ryan felix', 'rating': '5.0 ', 'date': 'reviewed in the united states on 25 december 2023', 'review': 'great phone'}, {'reviewer': 'احمد شبير', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 10 august 2024', 'review': 'افضل سعر'}]",4.4,0.0
2024-09-06,amazon_egy,mobile phones,oppo,oppo a55,oppo a55 dual sim 4gb ram+128gb rom (6.5 inches) (4g) - (rainbow blue) (global version),6250.0,,4,128,6.7,,60,2 ghz,,snapdragon,,,,"[{'reviewer': 'ايمان س.', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 july 2024', 'review': 'جبت اتنين والاتنين شغالين تمام جدا'}, {'reviewer': 'yasmine', 'rating': '4.0 ', 'date': 'reviewed in egypt on 26 september 2023', 'review': 'جيد جدا'}, {'reviewer': 'user-m3kpyw', 'rating': '5.0 ', 'date': 'reviewed in egypt on 18 january 2023', 'review': 'رائع'}, {'reviewer': 'اشرف أحمد', 'rating': '3.0 ', 'date': 'reviewed in egypt on 22 september 2023', 'review': 'توصل تمام'}, {'reviewer': 'ايمان ل.', 'rating': '5.0 ', 'date': 'reviewed in egypt on 28 october 2023', 'review': 'فعلا مفيش حاجه جبتها مطلعتش زي المعروض وشكرا لشركة الشحن ومندوبينها المحترمين'}]",4.0,0.0
2024-09-06,amazon_egy,mobile phones,apple,15,apple iphone 15 (128 gb) - green,0.0,,0,128,6.1,,0,,,a13,green,,5g,"[{'reviewer': 'zahid bhat', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 15 august 2024', 'review': 'nice'}, {'reviewer': 'asif ali', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 15 july 2024', 'review': 'upgraded from iphone xs, satisfied except for 60htz display'}, {'reviewer': 'shahid', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 13 april 2024', 'review': 'got a good phone in low budget and phone was in excellent packing and safe'}]",4.8,0.0
2024-09-06,amazon_egy,mobile phones,realme,realme 12 pro+,realme 12 pro+ 5g dual sim 12gb ram 512gb - middle east version (submarine blue),19599.0,,12,12,6.7,,60,1.8 ghz,,snapdragon,,,,"[{'reviewer': 'في مشكله في شاشه هاتف و مش عارف اتواصل مع استور', 'rating': '1.0 ', 'date': 'reviewed in egypt on 18 august 2024', 'review': 'مشكله في هاتف'}, {'reviewer': 'hossam kamal', 'rating': '5.0 ', 'date': 'reviewed in egypt on 30 may 2024', 'review': 'الموبايل له ضمان وتوكيل في مصر فى موقع ريلمي ايجيبت'}, {'reviewer': 'ml', 'rating': '4.0 ', 'date': 'reviewed in egypt on 25 august 2024', 'review': 'التليفون ممتاز تقييم 4 نجوم لان البائع كاتب انه نسخة شرق اوسط واللى وصلني نسخة روسي ،، هو مفيش فرق بين النسخ بس لازم وصف المنتج يكون مطابق للحقيقة'}, {'reviewer': 'mohamed g.', 'rating': '1.0 ', 'date': 'reviewed in egypt on 2 june 2024', 'review': 'بعد اكتر من 12 يوم من الشراء لا توجد فاتورة لا يوجد اي رد منه بخصوصها وامازون لا تتحرك مع ان السعر شامل الضريبه\nالاتجاه لارجاع المنتج'}, {'reviewer': 'khaled', 'rating': '1.0 ', 'date': 'reviewed in egypt on 25 may 2024', 'review': 'بعد ١٠ ايام من تاريخ الشراء و بعد طلب الفاتورة اكتر من مرة لم يتم إرسال الفاتورة حتى الآن و لا يوجد ضمان للجهاز'}]",2.9,0.0
2024-09-06,amazon_egy,mobile phones,generic,,benco e11 dual sim 32mb - dark blue,450.0,android 4.2,0,32,1.8,128 x 160 pixels,60,,"bluetooth, usb",snapdragon,black,cellular,2g,"[{'reviewer': 'abdallah', 'rating': '4.0 ', 'date': 'reviewed in egypt on 5 december 2022', 'review': 'التليفون حلو وكل حاجة بس هو اغلى هنا بخلاف السوق'}]",3.6,0.0
2024-09-06,amazon_egy,mobile phones,honor,honor x8b,honor x8b 8gb ram 512gb internal storage- glamorous green,12130.0,android 13.0,0,512,6.41,,0,,usb,snapdragon,glamorous green,"bluetooth, wi-fi",4g,"[{'reviewer': 'هل المشط المتعدد لاكتر من مقاس موجود داخل العلبة؟', 'rating': '3.0 ', 'date': 'reviewed in egypt on 19 august 2024', 'review': 'هل يدعم خاصية الشحن الاسلكي'}, {'reviewer': 'تمنه غالي جدا', 'rating': '1.0 ', 'date': 'reviewed in egypt on 16 august 2024', 'review': 'السعر غالي جدا علي الامكانيات'}, {'reviewer': 'موبيل جامد', 'rating': '5.0 ', 'date': 'reviewed in egypt on 16 august 2024', 'review': 'لو انت بتحب التصوير هات الموبيل ده من غير ما تفكر'}]",3.0,0.0
2024-09-06,amazon_egy,mobile phones,xiaomi,,xiaomi poco c65 8-256 blue,7099.0,"miui 14 for poco, based on android 12",0,256,6.74,,0,,,,,,,"[{'reviewer': 'osvaldo', 'rating': '5.0 ', 'date': 'reviewed in the united states on 4 september 2024', 'review': 'la mejor relación precios calidad del mercado realmente muy bueno y económico'}, {'reviewer': 'evandro', 'rating': '5.0 ', 'date': 'reviewed in brazil on 21 august 2024', 'review': 'na caixa vêm completo, menos a capinha.\no celular é bom no seu dia dia e não irá travar ( com o processador hélio g85 ), 256 gigas de memória e 8g de ram.\nnós jogos o celular roda: cod mobile, dead cells, roblox e minecraft.\ntem entrada para 2 chips e 1 cartão de memória.\na sua resistência boa. com sua tela de 90hz e sua bateria de 5000mah.'}, {'reviewer': 'corina cardona', 'rating': '5.0 ', 'date': 'reviewed in mexico on 2 august 2024', 'review': 'llego antes y el telefono esta muy bien. si lo recomiendo'}, {'reviewer': 'andrea 65', 'rating': '5.0 ', 'date': 'reviewed in italy on 3 september 2024', 'review': 'avendolo acquistato con sconto, buon rapporto qualità/prezzo, smartphone che fa il suo... spero che duri, bello schermo e per ora la batteria mi supporta per due giorni abbondanti, poi dipende da che uso ne fate, pesantino... e spigoloso...'}, {'reviewer': 'fleuristo', 'rating': '5.0 ', 'date': 'reviewed in france on 20 february 2024', 'review': 'mon smartphone a dépassé mes attentes, je suis ravie de mon achat : la couleur me plaît beaucoup, facil à utiliser.\nje viens juste de le recevoir, mais je suis très contente 😍😍'}]",4.6,0.0
2024-09-06,amazon_egy,mobile phones,vivo,y18,"vivo y18 4g (wave aqua, 6+6gb ram, 128gb) | 6.56 inch display | 90 hz | 50mp rear camera | super night mode | ip54 dust & water resistance | 1tb memory expansion | bundle included: neck band",6850.0,,6,128,6.56,,90,,,,,,5g,"[{'reviewer': ""i don't know where is my order it's showing march 18 will arrived???? but where is it???"", 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 26 august 2024', 'review': 'i like the battery life is long'}]",5.0,0.0
2024-09-06,amazon_egy,mobile phones,google,8,"google pixel 8 - unlocked android smartphone with advanced pixel camera, 24-hour battery, and powerful security - obsidian - 256 gb",32344.0,android,0,256,6.2,,0,,,,obsidian,,5g,"[{'reviewer': 'albert grant jr', 'rating': '5.0 ', 'date': 'reviewed in canada on 12 august 2024', 'review': ""i bought the pixel 8 brand new as a gift to replace a very old phone for someone. so far there has been no complaints. i'm only scared that the green screen problem with show up therefore i must wait to see it happens months down the line. overall at this point it's 5 stars.""}, {'reviewer': 'huguette savard', 'rating': '5.0 ', 'date': 'reviewed in canada on 10 august 2024', 'review': 'conforme à mes attentes'}, {'reviewer': 'ghigg29353', 'rating': '5.0 ', 'date': 'reviewed in canada on 9 july 2024', 'review': 'the pixel 8 is a big improvement from my last phone, the pixel 4. great battery life, excellent camera with lots of editing tools. good voice quality for making and receiving calls. no complaints.'}, {'reviewer': 'gary', 'rating': '5.0 ', 'date': 'reviewed in canada on 7 july 2024', 'review': 'this phone is great i took a break from samsung and got this. photos are incredible. brightness outside on sunny days is crazy good too. got it on sale and am enjoying it.'}, {'reviewer': 'anonymous shopper', 'rating': '5.0 ', 'date': 'reviewed in the united states on 29 august 2024', 'review': ""i upgraded to this pixel 8 from my old samsung s9 phone. it went smoothly. almost all the apps got transferred over without effort, all i had to do was reenter some app passwords. the camera takes really clear shots at good res. the fingerprint sensor is in the middle-lower part of the screen and works great. best of all, no bixby, and little or no bloatware. minor annoyance that it feeds ads for google phone products, but i found where to turn it off. that's a good thing about google flavor of android, notifications have a little menu button built in so you can quickly find how to turn off those you don't want to be bothered with. btw this does fit in my 2020 tesla model 3 wireless phone charger, but with a protective otterbox case on it, the phone shelf cover won't close, but that's not a deal breaker for me.""}]",4.3,0.0
